model_name,price,manufacturing_year,engine_capacity,spare_key,transmission,km_driven,ownership,fuel_type,imperfections,repainted_parts
2017 Maruti Celerio VXI,361000,2017,998,Yes,Manual,90417,1,PETROL,8,4
2021 Maruti XL6 ALPHA AT,1123000,2021,1462,Yes,Automatic,38819,1,PETROL,6,1
Maruti Alto 800,263000,2015,1197,Yes,Manual,41247,1,PETROL,8,2
Hyundai Elite i20,692000,2018,1197,Yes,Manual,97017,2,DIESEL,8,2
Hyundai Grand i10,510000,2018,1197,Yes,Manual,21558,2,PETROL,8,2
Maruti Celerio,377000,2015,1197,Yes,Manual,62663,2,PETROL,8,2
Honda Amaze,729000,2019,1197,Yes,Manual,16645,1,PETROL,8,2
Hyundai Eon,271000,2016,1197,Yes,Manual,72027,1,PETROL,8,2
Renault Pulse,346000,2014,1197,Yes,Manual,83271,1,DIESEL,8,2
Maruti S PRESSO,418000,2020,1197,Yes,Manual,74089,1,PETROL,8,2
Datsun Redi Go,224000,2017,1197,Yes,Manual,97628,2,PETROL,8,2
Maruti S PRESSO,401000,2019,1197,Yes,Manual,4316,1,PETROL,8,2
Hyundai NEW I20,703000,2021,1197,Yes,Manual,22423,1,PETROL,8,2
Maruti S Cross,1060000,2020,1197,Yes,Manual,23160,1,PETROL,8,2
Maruti Baleno,613000,2020,1197,Yes,Manual,31853,1,PETROL,8,2
Maruti Swift,423000,2012,1197,Yes,Manual,105992,1,DIESEL,8,2
Hyundai Elite i20,755000,2018,1197,Yes,Manual,70601,1,PETROL,8,2
Honda City,746000,2017,1197,Yes,Manual,74573,1,PETROL,8,2
Maruti New Wagon-R,540000,2020,1197,Yes,Manual,34900,1,CNG,8,2
Maruti Vitara Brezza,643000,2016,1197,Yes,Manual,91429,2,DIESEL,8,2
Maruti IGNIS,631000,2018,1197,Yes,Manual,97644,1,PETROL,8,2
Hyundai NEW SANTRO,478000,2019,1197,Yes,Manual,68865,1,CNG,8,2
Maruti Baleno,682000,2019,1197,Yes,Manual,85888,2,DIESEL,8,2
Maruti Dzire,786000,2018,1197,Yes,Manual,14065,1,CNG,8,2
Hyundai i20 Active,484000,2015,1197,Yes,Manual,55648,1,PETROL,8,2
2021 Maruti Dzire ZXI Plus AMT,667000,2021,1197,Yes,Automatic,23264,2,PETROL,11,0
Hyundai Elite i20,497000,2015,1197,Yes,Manual,94059,2,PETROL,8,2
Hyundai NEW SANTRO,491000,2020,1197,Yes,Manual,85312,1,CNG,8,2
Hyundai NEW SANTRO,563000,2021,1197,Yes,Manual,89396,1,CNG,8,2
Maruti Dzire,761000,2018,1197,Yes,Manual,125345,1,DIESEL,8,2
2020 Maruti Ertiga ZXI AT SHVS,963000,2020,1462,Yes,Automatic,43181,1,PETROL,6,0
Hyundai Grand i10,498000,2018,1197,Yes,Manual,73914,1,PETROL,8,2
Maruti Swift,476000,2015,1197,Yes,Manual,59990,1,PETROL,8,2
Maruti Vitara Brezza,762000,2018,1197,Yes,Manual,61369,2,DIESEL,8,2
Maruti Ciaz,721000,2015,1197,Yes,Manual,61844,1,PETROL,8,2
Maruti Zen Estilo,157000,2010,1197,Yes,Manual,82224,1,PETROL,8,2
Maruti Ciaz,672000,2016,1197,Yes,Manual,53492,1,PETROL,8,2
Maruti New Wagon-R,516350,2019,1197,Yes,Manual,28454,2,PETROL,8,2
Honda WR-V,613000,2017,1197,Yes,Manual,87581,1,PETROL,8,2
Volkswagen Vento,580000,2016,1197,Yes,Manual,42110,1,PETROL,8,2
Maruti Swift Dzire,586000,2013,1197,Yes,Manual,62088,2,PETROL,8,2
Honda Jazz,592000,2017,1197,Yes,Manual,43025,2,PETROL,8,2
Maruti Ciaz,824000,2018,1197,Yes,Manual,38754,1,PETROL,8,2
Maruti Wagon R 1.0,220000,2011,1197,Yes,Manual,22866,1,PETROL,8,2
Maruti Alto,332000,2019,1197,Yes,Manual,25256,1,PETROL,8,2
Maruti New Wagon-R,576000,2022,1197,Yes,Manual,2010,1,CNG,8,2
Maruti Swift,490000,2012,1197,Yes,Manual,23815,1,PETROL,8,2
Honda Jazz,595000,2016,1197,Yes,Manual,47077,1,PETROL,8,2
Maruti Ciaz,626000,2018,1197,Yes,Manual,52130,1,PETROL,8,2
Volkswagen Jetta,939000,2016,1197,Yes,Manual,29473,1,PETROL,8,2
Maruti Ritz,320000,2011,1197,Yes,Manual,57364,2,PETROL,8,2
Maruti Wagon R 1.0,329000,2013,1197,Yes,Manual,78947,3,PETROL,8,2
Hyundai i10,286000,2012,1197,Yes,Manual,75166,1,PETROL,8,2
Maruti New Wagon-R,492000,2019,1197,Yes,Manual,95841,1,CNG,8,2
Maruti Swift,601000,2019,1197,Yes,Manual,37732,1,PETROL,8,2
Hyundai Elite i20,861000,2019,1197,Yes,Manual,39839,1,PETROL,8,2
Hyundai Grand i10,488000,2015,1197,Yes,Manual,30105,1,PETROL,8,2
Hyundai i20,379000,2013,1197,Yes,Manual,74081,1,PETROL,8,2
Datsun Go Plus,583000,2021,1197,Yes,Manual,45062,1,PETROL,8,2
Maruti Swift,549000,2020,1197,Yes,Manual,21826,1,PETROL,8,2
Maruti Ciaz,1054000,2018,1197,Yes,Manual,30123,1,PETROL,8,2
Maruti Swift,519000,2018,1197,Yes,Manual,97229,1,PETROL,8,2
Maruti Swift,709000,2021,1197,Yes,Manual,15324,1,PETROL,8,2
Maruti Alto 800,207000,2016,1197,Yes,Manual,99026,3,PETROL,8,2
Renault Kwid,303000,2018,1197,Yes,Manual,34159,2,PETROL,8,2
Hyundai Grand i10,361000,2014,1197,Yes,Manual,55842,2,PETROL,8,2
Maruti Ertiga,614000,2014,1197,Yes,Manual,62134,2,PETROL,8,2
2023 Maruti Baleno ALPHA 1.2 AGS,991000,2023,1197,No,Automatic,5154,1,PETROL,2,0
Hyundai GRAND I10 NIOS,692000,2020,1197,Yes,Manual,29765,2,PETROL,8,2
Maruti Wagon R 1.0,407000,2018,1197,Yes,Manual,26231,2,PETROL,8,2
Hyundai i10,341000,2011,1197,Yes,Manual,23029,1,PETROL,8,2
Hyundai Eon,249000,2016,1197,Yes,Manual,38662,1,PETROL,8,2
Honda Amaze,734000,2020,1197,Yes,Manual,25413,1,PETROL,8,2
Maruti Alto 800,321000,2018,1197,Yes,Manual,66297,1,PETROL,8,2
Maruti S PRESSO,372000,2020,1197,Yes,Manual,76980,1,PETROL,8,2
Renault Kwid,563000,2022,1197,Yes,Manual,15801,1,PETROL,8,2
2018 Maruti Baleno DELTA CVT PETROL 1.2,581000,2018,1197,Yes,Automatic,33974,1,PETROL,8,4
Maruti Ciaz,553000,2018,1197,Yes,Manual,60895,1,DIESEL,8,2
2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL,749000,2019,1462,Yes,Manual,41735,1,PETROL,23,8
Renault TRIBER,692000,2021,1197,Yes,Manual,18132,1,PETROL,8,2
Hyundai Verna,729000,2016,1197,Yes,Manual,41188,1,PETROL,8,2
2019 Maruti New Wagon-R VXI (O) 1.2,476000,2019,1197,Yes,Manual,25824,1,PETROL,0,0
2013 Maruti Swift VXI,357000,2013,1197,No,Manual,88376,1,PETROL,0,0
Maruti Swift,527000,2019,1197,Yes,Manual,30045,1,PETROL,8,2
Volkswagen Polo,623000,2018,1197,Yes,Manual,56919,1,PETROL,8,2
Maruti Baleno,658000,2017,1197,Yes,Manual,44339,1,PETROL,8,2
2012 Maruti Swift Dzire VXI,362000,2012,1197,Yes,Manual,64036,1,PETROL,2,4
Maruti Swift,301000,2012,1197,Yes,Manual,97310,1,PETROL,8,2
Hyundai Grand i10,462350,2016,1197,Yes,Manual,80334,1,PETROL,8,2
Maruti Celerio,498000,2019,1197,Yes,Manual,41680,1,PETROL,8,2
Hyundai i20 Active,605000,2016,1197,Yes,Manual,57871,2,PETROL,8,2
Maruti Alto K10,317000,2016,1197,Yes,Manual,74250,2,PETROL,8,2
2017 Maruti Wagon R 1.0 VXI,436000,2017,998,Yes,Manual,22526,1,PETROL,0,0
Maruti Alto K10,387000,2019,1197,Yes,Manual,61935,1,CNG,8,2
Maruti Alto,408000,2021,1197,Yes,Manual,28155,1,CNG,8,2
2011 Maruti Swift VXI,218000,2011,1197,Yes,Manual,68075,1,PETROL,30,6
Tata NEXON,696000,2018,1197,Yes,Manual,18363,1,PETROL,8,2
Maruti IGNIS,488000,2017,1197,Yes,Manual,26530,1,PETROL,8,2
Hyundai Elite i20,531000,2016,1197,Yes,Manual,35991,1,PETROL,8,2
Hyundai Creta,677000,2016,1197,Yes,Manual,71521,1,PETROL,8,2
Maruti Swift,614000,2018,1197,Yes,Manual,37338,1,PETROL,8,2
Maruti Celerio,498000,2017,1197,Yes,Manual,11549,1,PETROL,8,2
Maruti Baleno,606000,2018,1197,Yes,Manual,63256,1,PETROL,8,2
Datsun Go Plus,334000,2018,1197,Yes,Manual,27977,1,PETROL,8,2
2016 Maruti Ertiga VDI SHVS,754000,2016,1248,Yes,Manual,94438,1,DIESEL,20,9
Honda Brio,366000,2016,1197,Yes,Manual,34456,1,PETROL,8,2
Maruti Swift,561000,2018,1197,Yes,Manual,84823,1,PETROL,8,2
Hyundai i10,385000,2015,1197,Yes,Manual,60638,2,PETROL,8,2
Maruti Baleno,786000,2019,1197,Yes,Manual,2714,1,PETROL,8,2
Ford Ecosport,485000,2016,1197,Yes,Manual,97711,1,DIESEL,8,2
Renault Duster,762000,2019,1197,Yes,Manual,47944,1,PETROL,8,2
Volkswagen Vento,1233000,2020,1197,Yes,Manual,68303,2,PETROL,8,2
Hyundai VENUE,991000,2021,1197,Yes,Manual,13342,1,PETROL,8,2
Ford Ecosport,703000,2016,1197,Yes,Manual,88415,2,PETROL,8,2
Ford Ecosport,396000,2015,1197,Yes,Manual,122062,1,DIESEL,8,2
Maruti Vitara Brezza,635000,2018,1197,Yes,Manual,73081,1,DIESEL,8,2
Hyundai i10,282000,2011,1197,Yes,Manual,59051,2,PETROL,8,2
KIA SELTOS,1307000,2020,1197,Yes,Manual,17662,1,DIESEL,8,2
Maruti Swift Dzire,392000,2014,1197,Yes,Manual,37725,1,PETROL,8,2
Hyundai Grand i10,496000,2017,1197,Yes,Manual,13216,1,PETROL,8,2
2020 Maruti Celerio LXI (O),374000,2020,998,Yes,Manual,54485,1,PETROL,31,6
Hyundai Elite i20,681000,2019,1197,Yes,Manual,52748,1,PETROL,8,2
Hyundai Elite i20,603000,2020,1197,Yes,Manual,63015,2,PETROL,8,2
Hyundai VENUE,1069000,2019,1197,Yes,Manual,32567,1,PETROL,8,2
2020 Maruti Ciaz ALPHA 1.5 SHVS PETROL,887000,2020,1462,No,Manual,26199,1,PETROL,6,0
Maruti Vitara Brezza,888000,2020,1197,Yes,Manual,25778,1,PETROL,8,2
Hyundai Grand i10,424000,2014,1197,Yes,Manual,94221,2,PETROL,8,2
Hyundai Elite i20,640000,2019,1197,Yes,Manual,83298,1,PETROL,8,2
2017 Maruti Baleno ALPHA PETROL 1.2,503000,2017,1197,Yes,Manual,65806,1,PETROL,28,6
Honda Amaze,493000,2017,1197,Yes,Manual,51705,1,PETROL,8,2
Tata Tiago,488000,2017,1197,Yes,Manual,46667,2,PETROL,8,2
2019 Maruti Alto LXI,320000,2019,796,Yes,Manual,57555,2,PETROL,2,2
Honda City,937000,2015,1197,Yes,Manual,11877,1,PETROL,8,2
Maruti Baleno,585000,2017,1197,Yes,Manual,76971,1,PETROL,8,2
2022 Maruti Dzire ZXI Plus AMT,849000,2022,1197,Yes,Automatic,9369,1,PETROL,7,0
Maruti Swift,563000,2015,1197,Yes,Manual,57604,1,PETROL,8,2
2019 Maruti Swift ZXI,577000,2019,1197,Yes,Manual,43834,1,PETROL,11,5
Hyundai Elite i20,521000,2015,1197,Yes,Manual,61623,2,DIESEL,8,2
Maruti S Cross,683000,2018,1197,Yes,Manual,82705,2,DIESEL,8,2
Tata NEXON,809000,2019,1197,Yes,Manual,58004,1,PETROL,8,2
Maruti Celerio,391000,2014,1197,Yes,Manual,87262,1,PETROL,8,2
2018 Maruti Dzire VDI,635000,2018,1248,No,Manual,83762,2,DIESEL,0,0
2018 Maruti Dzire VXI,556000,2018,1197,No,Manual,30781,2,PETROL,7,11
Hyundai Eon,275000,2015,1197,Yes,Manual,19508,2,PETROL,8,2
Maruti IGNIS,524000,2017,1197,Yes,Manual,47474,2,PETROL,8,2
Hyundai Elite i20,545000,2016,1197,Yes,Manual,92135,2,PETROL,8,2
Hyundai NEW I20,739000,2022,1197,Yes,Manual,33567,1,PETROL,8,2
Maruti Swift Dzire,404000,2013,1197,Yes,Manual,21090,1,PETROL,8,2
Maruti Alto 800,277000,2015,1197,Yes,Manual,61979,1,PETROL,8,2
Hyundai Grand i10,457000,2014,1197,Yes,Manual,43571,1,PETROL,8,2
Hyundai Xcent,665000,2014,1197,Yes,Manual,52927,1,PETROL,8,2
Maruti Swift,325000,2012,1197,Yes,Manual,123951,1,PETROL,8,2
Maruti Baleno,606000,2017,1197,Yes,Manual,27436,1,PETROL,8,2
Renault Kwid,324000,2018,1197,Yes,Manual,53600,3,PETROL,8,2
Maruti Swift,260000,2010,1197,Yes,Manual,82598,2,PETROL,8,2
Skoda Rapid,582000,2015,1197,Yes,Manual,30927,2,PETROL,8,2
Ford Ecosport,733000,2017,1197,Yes,Manual,85126,2,PETROL,8,2
Maruti Swift Dzire,218000,2013,1197,Yes,Manual,55432,1,PETROL,8,2
Honda WR-V,814000,2021,1197,Yes,Manual,21445,1,PETROL,8,2
Hyundai VENUE,839000,2020,1197,Yes,Manual,12183,1,PETROL,8,2
Maruti Alto 800,302000,2017,1197,Yes,Manual,76580,1,PETROL,8,2
Maruti Ciaz,629000,2017,1197,Yes,Manual,57006,1,PETROL,8,2
Honda Amaze,302000,2013,1197,Yes,Manual,90552,2,PETROL,8,2
Maruti Swift,718000,2021,1197,Yes,Manual,48628,1,PETROL,8,2
Maruti Vitara Brezza,747000,2018,1197,Yes,Manual,98499,1,DIESEL,8,2
Maruti Alto K10,343000,2015,1197,Yes,Manual,29293,1,PETROL,8,2
Tata Tiago,524000,2017,1197,Yes,Manual,29594,1,PETROL,8,2
Mahindra TUV300,794000,2018,1197,Yes,Manual,36242,1,DIESEL,8,2
Hyundai Grand i10,587000,2019,1197,Yes,Manual,27227,2,PETROL,8,2
Maruti Dzire,790000,2018,1197,Yes,Manual,42139,1,PETROL,8,2
Toyota Corolla Altis,1089000,2017,1197,Yes,Manual,75836,1,PETROL,8,2
Honda Amaze,394000,2015,1197,Yes,Manual,104289,1,PETROL,8,2
2019 Maruti Celerio ZXI,450000,2019,998,No,Manual,99910,2,PETROL,2,4
2017 Maruti Baleno ALPHA PETROL 1.2,575000,2017,1197,Yes,Manual,76378,1,PETROL,1,7
Honda Amaze,331000,2018,1197,Yes,Manual,61530,3,PETROL,8,2
Maruti New Wagon-R,516000,2020,1197,Yes,Manual,40242,1,CNG,8,2
Honda City,893000,2016,1197,Yes,Manual,78427,1,PETROL,8,2
Tata NEXON,1020000,2021,1197,Yes,Manual,33090,1,PETROL,8,2
Maruti Wagon R 1.0,330000,2014,1197,Yes,Manual,68015,1,PETROL,8,2
Maruti Wagon R 1.0,254000,2012,1197,Yes,Manual,56495,2,PETROL,8,2
Maruti Baleno,648000,2017,1197,Yes,Manual,20607,2,PETROL,8,2
Renault Duster,522000,2016,1197,Yes,Manual,71788,1,DIESEL,8,2
Hyundai Verna,681800,2017,1197,Yes,Manual,59949,1,PETROL,8,2
Hyundai i10,274000,2011,1197,Yes,Manual,118300,2,PETROL,8,2
Maruti Ertiga,504000,2014,1197,Yes,Manual,52520,2,DIESEL,8,2
Tata Tiago,402000,2018,1197,Yes,Manual,25869,3,PETROL,8,2
Honda Amaze,611000,2019,1197,Yes,Manual,94218,1,DIESEL,8,2
Maruti Ciaz,470000,2018,1197,Yes,Manual,58133,1,PETROL,8,2
Ford Ecosport,1028000,2019,1197,Yes,Manual,13204,1,PETROL,8,2
Maruti Baleno,743000,2021,1197,Yes,Manual,15844,1,PETROL,8,2
Maruti Wagon R 1.0,382000,2016,1197,Yes,Manual,85577,3,PETROL,8,2
Maruti Swift,711000,2018,1197,Yes,Manual,49578,1,PETROL,8,2
Maruti Baleno,544000,2018,1197,Yes,Manual,40396,1,PETROL,8,2
Honda Jazz,465000,2016,1197,Yes,Manual,61496,1,PETROL,8,2
2017 Maruti Swift VXI,515000,2017,1197,No,Manual,77191,2,PETROL,0,0
Maruti Celerio,507000,2020,1197,Yes,Manual,50393,1,CNG,8,2
2013 Maruti Swift Dzire VXI,378000,2013,1197,Yes,Manual,33244,1,PETROL,7,6
Tata NEXON,625000,2018,1197,Yes,Manual,76105,1,DIESEL,8,2
Hyundai New Elantra,598000,2014,1197,Yes,Manual,110827,1,DIESEL,8,2
2020 Maruti New Wagon-R LXI CNG (O) 1.0,503000,2020,998,Yes,Manual,67693,1,CNG,23,4
Datsun Redi Go,415000,2021,1197,Yes,Manual,12199,1,PETROL,8,2
Maruti Alto,409000,2020,1197,Yes,Manual,28328,1,PETROL,8,2
Maruti Swift,390000,2014,1197,Yes,Manual,67081,2,PETROL,8,2
Renault TRIBER,612000,2019,1197,Yes,Manual,33853,1,PETROL,8,2
Renault TRIBER,736650,2022,1197,Yes,Manual,3449,1,PETROL,8,2
2022 Maruti BREZZA ZXI SMART HYBRID,1159000,2022,1462,Yes,Manual,5377,1,PETROL,1,1
Maruti Alto 800,298000,2017,1197,Yes,Manual,23825,2,PETROL,8,2
Renault TRIBER,687000,2022,1197,Yes,Manual,39316,1,PETROL,8,2
Maruti Alto,375000,2020,1197,Yes,Manual,8695,1,PETROL,8,2
Maruti Wagon R 1.0,252000,2011,1197,Yes,Manual,72438,1,CNG,8,2
Tata Tiago,567000,2018,1197,Yes,Manual,40534,2,PETROL,8,2
Skoda Rapid,413000,2017,1197,Yes,Manual,69166,1,DIESEL,8,2
Honda WR-V,740000,2018,1197,Yes,Manual,108918,1,PETROL,8,2
Hyundai Verna,309000,2017,1197,Yes,Manual,100635,2,DIESEL,8,2
2013 Maruti Alto 800 VXI,275000,2013,796,No,Manual,46661,1,PETROL,16,3
2016 Maruti Ciaz VXI,419000,2016,1373,Yes,Manual,123772,1,PETROL,36,4
Honda WR-V,663600,2017,1197,Yes,Manual,56290,1,DIESEL,8,2
Ford Ecosport,692000,2016,1197,Yes,Manual,46706,1,PETROL,8,2
Hyundai Sonata,343000,2011,1197,Yes,Manual,73679,2,PETROL,8,2
Maruti Alto,389000,2019,1197,Yes,Manual,51964,1,CNG,8,2
Maruti Alto,338000,2019,1197,Yes,Manual,27896,1,PETROL,8,2
Honda Amaze,352000,2013,1197,Yes,Manual,104067,1,PETROL,8,2
Maruti Dzire,612000,2019,1197,Yes,Manual,88104,1,PETROL,8,2
Maruti Swift,203000,2010,1197,Yes,Manual,49115,1,PETROL,8,2
Maruti Alto K10,310000,2016,1197,Yes,Manual,65602,2,CNG,8,2
Maruti Ritz,301000,2013,1197,Yes,Manual,40973,1,PETROL,8,2
Renault Kwid,390000,2017,1197,Yes,Manual,24530,1,PETROL,8,2
Maruti New Wagon-R,511000,2019,1197,Yes,Manual,72103,1,CNG,8,2
2017 Maruti IGNIS DELTA 1.2,435000,2017,1197,No,Manual,70873,1,PETROL,10,0
2012 Maruti Swift Dzire VXI,297000,2012,1197,No,Manual,54292,1,PETROL,31,10
Maruti Celerio,537000,2022,1197,Yes,Manual,7843,1,PETROL,8,2
Maruti Celerio,369000,2015,1197,Yes,Manual,68755,3,CNG,8,2
Hyundai i20,280000,2011,1197,Yes,Manual,32176,1,PETROL,8,2
Hyundai Grand i10,561000,2019,1197,Yes,Manual,19350,1,PETROL,8,2
Tata PUNCH,866250,2022,1197,Yes,Manual,8001,1,PETROL,8,2
Maruti Dzire,647000,2018,1197,Yes,Manual,73705,1,PETROL,8,2
Datsun Go Plus,371000,2019,1197,Yes,Manual,47592,1,PETROL,8,2
Hyundai i10,237000,2011,1197,Yes,Manual,63418,1,PETROL,8,2
Honda City,603000,2016,1197,Yes,Manual,61813,3,PETROL,8,2
Maruti Celerio X,414000,2018,1197,Yes,Manual,54223,1,PETROL,8,2
Maruti Ciaz,714000,2020,1197,Yes,Manual,68433,1,PETROL,8,2
Maruti Dzire,607000,2018,1197,Yes,Manual,33302,1,PETROL,8,2
Renault Kwid,325000,2017,1197,Yes,Manual,46351,2,PETROL,8,2
Hyundai Creta,1011000,2016,1197,Yes,Manual,93104,1,PETROL,8,2
Maruti Ciaz,517000,2015,1197,Yes,Manual,91435,2,PETROL,8,2
2018 Maruti Swift VXI,537000,2018,1197,Yes,Manual,78023,1,PETROL,5,2
Honda Amaze,736750,2018,1197,Yes,Manual,49345,2,PETROL,8,2
Honda Jazz,620000,2019,1197,Yes,Manual,29448,1,PETROL,8,2
2022 Maruti Ertiga ZXI (O) CNG,1155000,2022,1373,No,Manual,20619,1,CNG,1,0
Hyundai Creta,792000,2016,1197,Yes,Manual,50947,1,PETROL,8,2
Maruti Celerio,354000,2016,1197,Yes,Manual,44696,1,PETROL,8,2
Maruti Alto 800,328000,2019,1197,Yes,Manual,15918,1,PETROL,8,2
Renault TRIBER,691000,2020,1197,Yes,Manual,14282,1,PETROL,8,2
Honda City,553000,2014,1197,Yes,Manual,66059,1,PETROL,8,2
Hyundai NEW SANTRO,521000,2019,1197,Yes,Manual,82869,1,CNG,8,2
Renault Captur,542000,2017,1197,Yes,Manual,86533,1,DIESEL,8,2
Hyundai i10,168000,2011,1197,Yes,Manual,38095,2,PETROL,8,2
Hyundai Eon,197000,2013,1197,Yes,Manual,68652,1,PETROL,8,2
Maruti Ciaz,1011000,2019,1197,Yes,Manual,29410,1,PETROL,8,2
Maruti Wagon R 1.0,303000,2012,1197,Yes,Manual,54745,1,CNG,8,2
Maruti New Wagon-R,556000,2020,1197,Yes,Manual,67357,1,CNG,8,2
Maruti IGNIS,524000,2021,1197,Yes,Manual,41861,1,PETROL,8,2
Maruti Alto 800,338000,2019,1197,Yes,Manual,15144,1,PETROL,8,2
Maruti Swift,402000,2015,1197,Yes,Manual,62276,1,PETROL,8,2
Maruti Wagon R 1.0,401000,2016,1197,Yes,Manual,95574,1,PETROL,8,2
Renault Kwid,375000,2018,1197,Yes,Manual,30412,2,PETROL,8,2
Maruti Swift,636000,2020,1197,Yes,Manual,50879,1,PETROL,8,2
Maruti Vitara Brezza,747000,2018,1197,Yes,Manual,30549,1,DIESEL,8,2
Maruti Alto 800,292000,2016,1197,Yes,Manual,89634,1,PETROL,8,2
Hyundai Creta,650000,2017,1197,Yes,Manual,48752,2,DIESEL,8,2
Maruti Celerio,451000,2017,1197,Yes,Manual,52407,1,CNG,8,2
2018 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,554000,2018,1462,Yes,Manual,52662,2,PETROL,15,3
Maruti Celerio,445000,2015,1197,Yes,Manual,38644,1,PETROL,8,2
2018 Maruti Swift VXI AMT,597000,2018,1197,Yes,Automatic,57341,1,PETROL,3,0
Tata TIGOR,550000,2021,1197,Yes,Manual,119544,1,PETROL,8,2
Hyundai Xcent,444000,2015,1197,Yes,Manual,40791,2,PETROL,8,2
Volkswagen Polo,649000,2014,1197,Yes,Manual,100761,2,DIESEL,8,2
Hyundai Grand i10,437000,2015,1197,Yes,Manual,73354,1,PETROL,8,2
Maruti IGNIS,641000,2018,1197,Yes,Manual,79151,1,PETROL,8,2
Hyundai i10,267000,2011,1197,Yes,Manual,75979,2,PETROL,8,2
Maruti Celerio,512000,2020,1197,Yes,Manual,29864,3,PETROL,8,2
Maruti Swift,461000,2016,1197,Yes,Manual,12527,1,PETROL,8,2
Maruti Dzire,873000,2022,1197,Yes,Manual,55313,2,PETROL,8,2
Honda Amaze,566000,2019,1197,Yes,Manual,48162,1,PETROL,8,2
Maruti Ciaz,541000,2016,1197,Yes,Manual,85507,1,PETROL,8,2
2022 Maruti Baleno ZETA PETROL 1.2,772000,2022,1197,Yes,Manual,34474,1,PETROL,0,0
2016 Maruti S Cross ZETA 1.3,716000,2016,1248,No,Manual,78922,2,DIESEL,14,3
2023 Maruti New Wagon-R ZXI 1.2,657000,2023,1197,Yes,Manual,2896,1,PETROL,6,6
2023 Maruti Baleno ALPHA PETROL 1.2,900000,2023,1197,Yes,Manual,28570,1,PETROL,0,0
Maruti Swift,325000,2013,1197,Yes,Manual,97424,1,PETROL,8,2
2016 Maruti Celerio ZXI AMT,385000,2016,998,Yes,Automatic,76727,1,PETROL,17,3
Maruti Baleno,643000,2019,1197,Yes,Manual,31298,2,PETROL,8,2
Maruti Alto 800,326000,2018,1197,Yes,Manual,33043,1,PETROL,8,2
Hyundai Elite i20,644000,2016,1197,Yes,Manual,72534,1,PETROL,8,2
Mahindra Kuv100,383000,2016,1197,Yes,Manual,73985,2,DIESEL,8,2
2012 Maruti Ertiga ZDI,564000,2012,1248,Yes,Manual,106213,1,DIESEL,19,6
Hyundai Elite i20,740000,2016,1197,Yes,Manual,33655,2,PETROL,8,2
Hyundai Elite i20,645000,2017,1197,Yes,Manual,56416,1,PETROL,8,2
Maruti Alto K10,254000,2014,1197,Yes,Manual,51156,1,PETROL,8,2
Hyundai Elite i20,592000,2017,1197,Yes,Manual,44269,1,PETROL,8,2
Maruti Dzire,767000,2021,1197,Yes,Manual,17552,2,PETROL,8,2
Maruti Swift,457000,2014,1197,Yes,Manual,63998,1,PETROL,8,2
Honda Amaze,451000,2019,1197,Yes,Manual,110974,1,PETROL,8,2
Hyundai Grand i10,464000,2017,1197,Yes,Manual,51171,1,PETROL,8,2
Maruti Alto 800,281000,2015,1197,Yes,Manual,46288,3,PETROL,8,2
Volkswagen Ameo,797350,2017,1197,Yes,Manual,33970,1,DIESEL,8,2
Maruti Baleno,755000,2021,1197,Yes,Manual,13225,1,PETROL,8,2
Maruti Wagon R 1.0,312000,2015,1197,Yes,Manual,75688,1,CNG,8,2
Renault Duster,1311000,2021,1197,Yes,Manual,12441,1,PETROL,8,2
Hyundai Verna,976000,2018,1197,Yes,Manual,28303,1,PETROL,8,2
Maruti Alto K10,366000,2018,1197,Yes,Manual,3504,1,PETROL,8,2
Maruti Ertiga,887000,2019,1197,Yes,Manual,33340,1,PETROL,8,2
Hyundai Grand i10,379000,2016,1197,Yes,Manual,91947,2,DIESEL,8,2
Hyundai Elite i20,559000,2018,1197,Yes,Manual,91609,1,PETROL,8,2
Hyundai Verna,1348000,2016,1197,Yes,Manual,72640,1,DIESEL,8,2
KIA SELTOS,1465000,2020,1197,Yes,Manual,99072,1,PETROL,8,2
Maruti Celerio,440000,2017,1197,Yes,Manual,82305,1,CNG,8,2
Maruti Wagon R 1.0,355000,2013,1197,Yes,Manual,94581,2,PETROL,8,2
Renault Kiger,725000,2021,1197,Yes,Manual,33025,1,PETROL,8,2
Maruti New Wagon-R,575000,2021,1197,Yes,Manual,33652,1,CNG,8,2
Hyundai i10,294000,2014,1197,Yes,Manual,66490,1,PETROL,8,2
Renault Kwid,400000,2018,1197,Yes,Manual,38239,1,PETROL,8,2
Maruti Baleno,605000,2018,1197,Yes,Manual,27122,1,PETROL,8,2
Honda Brio,363000,2015,1197,Yes,Manual,18554,1,PETROL,8,2
Honda Amaze,654000,2020,1197,Yes,Manual,72038,1,PETROL,8,2
Hyundai NEW SANTRO,564000,2022,1197,Yes,Manual,25586,1,CNG,8,2
Maruti Alto 800,342000,2019,1197,Yes,Manual,47714,1,PETROL,8,2
Hyundai GRAND I10 NIOS,590000,2021,1197,Yes,Manual,13450,1,PETROL,8,2
Hyundai i10,281000,2012,1197,Yes,Manual,55483,2,PETROL,8,2
2017 Maruti IGNIS ZETA 1.2,376000,2017,1197,Yes,Manual,84544,2,PETROL,6,1
Hyundai Creta,965000,2019,1197,Yes,Manual,88561,1,DIESEL,8,2
