model_name,price,manufacturing_year,engine_capacity,spare_key,transmission,km_driven,ownership,fuel_type,imperfections,repainted_parts
Maruti Alto 800,229000,2014,1197,Yes,Manual,78276,2,PETROL,8,2
Hyundai Creta,634000,2016,1197,Yes,Manual,71048,2,PETROL,8,2
Toyota YARIS,629000,2018,1197,Yes,Manual,29588,1,PETROL,8,2
Maruti Dzire,641000,2020,1197,Yes,Manual,71019,2,DIESEL,8,2
Honda Amaze,419000,2016,1197,Yes,Manual,60660,2,PETROL,8,2
2022 Maruti New Wagon-R ZXI 1.2,637000,2022,1197,No,Manual,17243,1,PETROL,7,0
2017 Maruti Dzire ZXI AMT,621000,2017,1197,Yes,Automatic,37274,1,PETROL,8,2
Maruti Dzire,602000,2020,1197,Yes,Manual,74490,1,PETROL,8,2
Ford Ecosport,534000,2016,1197,Yes,Manual,100601,2,DIESEL,8,2
Renault Kwid,320000,2019,1197,Yes,Manual,70727,1,PETROL,8,2
Honda City,781000,2015,1197,Yes,Manual,86315,1,DIESEL,8,2
Renault Duster,715000,2017,1197,Yes,Manual,48719,2,PETROL,8,2
Honda Amaze,1298000,2018,1197,Yes,Manual,43353,1,PETROL,8,2
Honda Amaze,392000,2015,1197,Yes,Manual,97135,2,PETROL,8,2
Honda City,753000,2014,1197,Yes,Manual,46962,2,DIESEL,8,2
2020 Maruti New Wagon-R LXI CNG 1.0,497000,2020,998,Yes,Manual,12950,2,CNG,7,2
Honda Jazz,498000,2017,1197,Yes,Manual,69745,1,PETROL,8,2
Maruti IGNIS,533000,2018,1197,Yes,Manual,68107,2,PETROL,8,2
Maruti Baleno,661000,2017,1197,Yes,Manual,31085,2,PETROL,8,2
Mahindra Thar,1503000,2022,1197,Yes,Manual,24853,1,PETROL,8,2
Datsun Redi Go,362000,2021,1197,Yes,Manual,13454,1,PETROL,8,2
Hyundai Elite i20,685000,2019,1197,Yes,Manual,62596,1,PETROL,8,2
Maruti Wagon R 1.0,278000,2011,1197,Yes,Manual,75550,2,PETROL,8,2
Maruti Baleno,536000,2016,1197,Yes,Manual,5392,1,PETROL,8,2
Maruti Celerio X,458000,2018,1197,Yes,Manual,30190,1,PETROL,8,2
Maruti Swift,432000,2014,1197,Yes,Manual,33805,1,PETROL,8,2
Maruti Baleno,746000,2021,1197,Yes,Manual,19503,2,PETROL,8,2
Hyundai Elite i20,663000,2017,1197,Yes,Manual,49229,1,PETROL,8,2
Mahindra TUV300,628000,2017,1197,Yes,Manual,37755,1,DIESEL,8,2
Tata ALTROZ,740000,2020,1197,Yes,Manual,19244,1,PETROL,8,2
2019 Maruti New Wagon-R VXI 1.2,464000,2019,1197,Yes,Manual,19085,1,PETROL,3,3
Honda Jazz,690000,2018,1197,Yes,Manual,71165,2,PETROL,8,2
Renault Kwid,377000,2016,1197,Yes,Manual,13103,1,PETROL,8,2
Maruti Dzire,736000,2017,1197,Yes,Manual,52033,2,DIESEL,8,2
Hyundai Creta,751000,2018,1197,Yes,Manual,93327,2,DIESEL,8,2
Maruti Swift Dzire,727000,2016,1197,Yes,Manual,47765,2,PETROL,8,2
Hyundai Verna,629000,2016,1197,Yes,Manual,70833,3,PETROL,8,2
Toyota Etios,577000,2011,1197,Yes,Manual,61988,1,DIESEL,8,2
Ford Ecosport,942000,2020,1197,Yes,Manual,68754,1,DIESEL,8,2
2022 Maruti BREZZA ZXI SMART HYBRID,1141000,2022,1462,Yes,Manual,18859,1,PETROL,6,0
Hyundai Elite i20,701000,2016,1197,Yes,Manual,72362,1,PETROL,8,2
2016 Maruti Celerio ZXI AMT,476000,2016,998,Yes,Automatic,51729,1,PETROL,6,0
Hyundai Verna,913000,2018,1197,Yes,Manual,86703,1,PETROL,8,2
Hyundai Elite i20,441000,2014,1197,Yes,Manual,29018,1,PETROL,8,2
Honda Amaze,480000,2014,1197,Yes,Manual,94591,1,DIESEL,8,2
Maruti Alto,382000,2019,1197,Yes,Manual,25486,2,PETROL,8,2
Mahindra TUV300,523000,2017,1197,Yes,Manual,41485,1,DIESEL,8,2
Hyundai NEW SANTRO,535000,2019,1197,Yes,Manual,33688,1,PETROL,8,2
Maruti Swift,379000,2013,1197,Yes,Manual,121617,2,PETROL,8,2
2021 Maruti S PRESSO VXI+,436000,2021,998,Yes,Manual,45232,1,PETROL,0,0
Ford FREESTYLE,478000,2018,1197,Yes,Manual,77281,1,PETROL,8,2
Honda City,508000,2014,1197,Yes,Manual,54759,1,PETROL,8,2
Maruti Baleno,698000,2016,1197,Yes,Manual,44253,2,PETROL,8,2
Maruti Celerio,600000,2022,1197,Yes,Manual,3592,1,PETROL,8,2
Volkswagen Ameo,654000,2018,1197,Yes,Manual,19158,1,PETROL,8,2
Hyundai Creta,729000,2016,1197,Yes,Manual,67437,2,PETROL,8,2
2017 Maruti Baleno ZETA CVT PETROL 1.2,564000,2017,1197,Yes,Automatic,42752,1,PETROL,8,3
2017 Maruti Baleno DELTA PETROL 1.2,490000,2017,1197,Yes,Manual,41801,1,PETROL,13,5
Honda City,462000,2014,1197,Yes,Manual,73640,1,PETROL,8,2
Maruti Swift,603000,2018,1197,Yes,Manual,92870,1,PETROL,8,2
Hyundai Elite i20,672000,2019,1197,Yes,Manual,29511,1,PETROL,8,2
Hyundai i20,290000,2013,1197,Yes,Manual,62091,3,PETROL,8,2
Maruti Swift Dzire,482000,2016,1197,Yes,Manual,82298,1,PETROL,8,2
Maruti Wagon R 1.0,422000,2018,1197,Yes,Manual,69523,1,PETROL,8,2
Hyundai Grand i10,486000,2015,1197,Yes,Manual,63649,1,PETROL,8,2
Toyota Etios Liva,410000,2012,1197,Yes,Manual,106266,2,DIESEL,8,2
Maruti Wagon R,235000,2010,1197,Yes,Manual,92134,2,PETROL,8,2
Datsun Go,563000,2020,1197,Yes,Manual,38170,1,PETROL,8,2
Hyundai NEW SANTRO,469000,2019,1197,Yes,Manual,45490,1,PETROL,8,2
Maruti Dzire,338000,2017,1197,Yes,Manual,66636,2,PETROL,8,2
Maruti S PRESSO,524000,2022,1197,Yes,Manual,7870,1,PETROL,8,2
Hyundai Creta,759000,2018,1197,Yes,Manual,50388,2,PETROL,8,2
Maruti Wagon R 1.0,402000,2017,1197,Yes,Manual,77579,1,CNG,8,2
Renault Kwid,388000,2019,1197,Yes,Manual,32692,2,PETROL,8,2
2018 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,707000,2018,1462,No,Manual,78170,2,PETROL,12,3
Maruti Swift,539000,2015,1197,Yes,Manual,50609,2,PETROL,8,2
Maruti Alto 800,299000,2018,1197,Yes,Manual,85648,1,PETROL,8,2
Maruti Vitara Brezza,783800,2019,1197,Yes,Manual,45739,1,DIESEL,8,2
Maruti Alto 800,255000,2014,1197,Yes,Manual,82384,2,PETROL,8,2
Honda Amaze,742000,2019,1197,Yes,Manual,38038,1,PETROL,8,2
2013 Maruti Wagon R 1.0 VXI,286000,2013,998,Yes,Manual,57444,1,PETROL,35,3
Renault Kwid,319000,2018,1197,Yes,Manual,42155,2,PETROL,8,2
Maruti Swift,657000,2018,1197,Yes,Manual,36789,1,PETROL,8,2
Hyundai Grand i10,416000,2014,1197,Yes,Manual,76853,1,PETROL,8,2
Volkswagen Ameo,970000,2017,1197,Yes,Manual,26282,1,PETROL,8,2
Honda WR-V,797000,2021,1197,Yes,Manual,12296,1,PETROL,8,2
Renault Kwid,364000,2017,1197,Yes,Manual,30879,1,PETROL,8,2
Honda Civic,520000,2012,1197,Yes,Manual,56446,2,PETROL,8,2
Hyundai Verna,802000,2017,1197,Yes,Manual,58942,1,PETROL,8,2
Hyundai Grand i10,472000,2015,1197,Yes,Manual,53324,2,PETROL,8,2
Hyundai Elite i20,606000,2019,1197,Yes,Manual,89053,1,PETROL,8,2
Hyundai NEW SANTRO,593000,2020,1197,Yes,Manual,35383,1,PETROL,8,2
Ford Ecosport,674000,2018,1197,Yes,Manual,54831,1,DIESEL,8,2
Ford Ecosport,844000,2018,1197,Yes,Manual,47942,1,PETROL,8,2
Maruti Dzire,586000,2017,1197,Yes,Manual,17699,1,PETROL,8,2
Maruti Wagon R 1.0,316650,2014,1197,Yes,Manual,40698,2,CNG,8,2
Maruti IGNIS,521000,2018,1197,Yes,Manual,81236,1,CNG,8,2
Maruti Wagon R 1.0,401000,2018,1197,Yes,Manual,25425,1,PETROL,8,2
Maruti Baleno,457000,2017,1197,Yes,Manual,95619,1,PETROL,8,2
2020 Maruti S PRESSO LXI (O) CNG,486000,2020,998,Yes,Manual,80265,1,CNG,2,1
Maruti Wagon R 1.0,416000,2018,1197,Yes,Manual,37824,2,CNG,8,2
Hyundai Grand i10,394000,2014,1197,Yes,Manual,61069,1,DIESEL,8,2
Hyundai Elite i20,609000,2019,1197,Yes,Manual,9169,2,PETROL,8,2
Maruti Alto K10,298000,2017,1197,Yes,Manual,39922,2,PETROL,8,2
2011 Maruti Swift VXI,322000,2011,1197,No,Manual,86282,2,PETROL,0,0
Volkswagen Vento,891000,2016,1197,Yes,Manual,52370,1,PETROL,8,2
Maruti Alto K10,355000,2017,1197,Yes,Manual,38655,2,PETROL,8,2
Maruti Ritz,323000,2010,1197,Yes,Manual,68057,2,PETROL,8,2
Honda City,753000,2019,1197,Yes,Manual,20593,1,PETROL,8,2
Maruti Wagon R 1.0,259000,2013,1197,Yes,Manual,71576,1,PETROL,8,2
Hyundai Grand i10,470000,2018,1197,Yes,Manual,47633,2,CNG,8,2
Hyundai NEW I20,1061000,2021,1197,Yes,Manual,14785,1,PETROL,8,2
Hyundai i10,252000,2010,1197,Yes,Manual,80897,1,PETROL,8,2
Renault TRIBER,609000,2019,1197,Yes,Manual,68616,1,PETROL,8,2
2017 Maruti Celerio ZXI AMT (O),404000,2017,998,Yes,Automatic,67082,1,PETROL,1,12
Hyundai i20,207000,2011,1197,Yes,Manual,46494,2,PETROL,8,2
Tata NEXON,707000,2017,1197,Yes,Manual,69430,1,PETROL,8,2
Maruti Ciaz,445400,2016,1197,Yes,Manual,34387,2,PETROL,8,2
Maruti A Star,150000,2010,1197,Yes,Manual,18589,1,PETROL,8,2
Maruti Alto,451000,2021,1197,Yes,Manual,37400,1,CNG,8,2
Maruti Wagon R 1.0,327000,2013,1197,Yes,Manual,30418,2,PETROL,8,2
Maruti Swift Dzire,625000,2013,1197,Yes,Manual,50688,2,PETROL,8,2
Hyundai Elite i20,590000,2017,1197,Yes,Manual,28830,1,PETROL,8,2
2016 Maruti Swift Dzire VXI,441000,2016,1197,Yes,Manual,107226,3,PETROL,0,0
Toyota YARIS,613000,2018,1197,Yes,Manual,91190,1,DIESEL,8,2
Skoda Rapid,466000,2018,1197,Yes,Manual,44934,3,PETROL,8,2
Skoda Rapid,1347000,2015,1197,Yes,Manual,20630,1,PETROL,8,2
Maruti S Cross,1073000,2020,1197,Yes,Manual,52521,1,PETROL,8,2
Hyundai Grand i10,469000,2016,1197,Yes,Manual,31300,1,PETROL,8,2
Maruti New Wagon-R,570000,2021,1197,Yes,Manual,33889,1,CNG,8,2
Hyundai Elite i20,689650,2020,1197,Yes,Manual,38241,1,PETROL,8,2
2020 Maruti Alto VXI,363000,2020,796,Yes,Manual,20288,1,PETROL,4,3
Hyundai NEW SANTRO,510000,2019,1197,Yes,Manual,63793,1,CNG,8,2
Honda Amaze,760000,2019,1197,Yes,Manual,19624,1,PETROL,8,2
Ford FREESTYLE,502000,2018,1197,Yes,Manual,59405,1,DIESEL,8,2
Maruti S Cross,1026000,2020,1197,Yes,Manual,21540,1,PETROL,8,2
Hyundai i20,380000,2012,1197,Yes,Manual,111571,2,DIESEL,8,2
Hyundai Creta,788000,2016,1197,Yes,Manual,48428,1,PETROL,8,2
Honda Amaze,463000,2015,1197,Yes,Manual,49625,2,PETROL,8,2
Honda City,1102000,2020,1197,Yes,Manual,17622,2,PETROL,8,2
Hyundai GRAND I10 NIOS,688000,2021,1197,Yes,Manual,11946,1,CNG,8,2
Maruti Baleno,692800,2020,1197,Yes,Manual,34090,1,PETROL,8,2
2017 Maruti Alto K10 VXI,347000,2017,998,Yes,Manual,32701,1,PETROL,4,2
2022 Maruti IGNIS ZETA 1.2 AMT,673000,2022,1197,Yes,Automatic,36051,1,PETROL,4,6
Tata NEXON,1191000,2020,1197,Yes,Manual,25216,1,DIESEL,8,2
Maruti Celerio,520000,2017,1197,Yes,Manual,49815,1,PETROL,8,2
Hyundai NEW SANTRO,491000,2019,1197,Yes,Manual,42285,1,PETROL,8,2
Maruti Swift Dzire,424000,2012,1197,Yes,Manual,38319,1,PETROL,8,2
2016 Maruti Alto K10 VXI AMT,297000,2016,998,Yes,Automatic,94154,2,PETROL,8,9
Honda City,641000,2021,1197,Yes,Manual,45221,1,PETROL,8,2
2014 Maruti Alto 800 LXI,181000,2014,796,No,Manual,107619,3,CNG,18,6
Hyundai Creta,1338000,2021,1197,Yes,Manual,11602,1,DIESEL,8,2
Hyundai NEW SANTRO,486000,2019,1197,Yes,Manual,27153,2,PETROL,8,2
Maruti Alto,369200,2021,1197,Yes,Manual,21969,1,PETROL,8,2
2021 Maruti Celerio ZXI (O),491000,2021,998,Yes,Manual,38233,1,PETROL,13,2
Hyundai i20,405000,2014,1197,Yes,Manual,37533,1,PETROL,8,2
2014 Maruti Celerio VXI AMT,318000,2014,998,Yes,Automatic,58071,3,PETROL,6,0
Maruti New Wagon-R,619000,2021,1197,Yes,Manual,36892,1,CNG,8,2
Maruti Baleno,542000,2016,1197,Yes,Manual,51955,1,PETROL,8,2
2018 Maruti Baleno DELTA PETROL 1.2,532000,2018,1197,Yes,Manual,45037,2,PETROL,22,18
Hyundai i10,213000,2012,1197,Yes,Manual,48223,2,PETROL,8,2
Ford Ecosport,522000,2016,1197,Yes,Manual,74717,1,PETROL,8,2
Maruti Baleno,624000,2017,1197,Yes,Manual,34102,1,PETROL,8,2
Mahindra KUV 100 NXT,480000,2018,1197,Yes,Manual,25611,1,PETROL,8,2
Volkswagen Vento,1263000,2019,1197,Yes,Manual,4332,1,PETROL,8,2
Honda Amaze,667000,2013,1197,Yes,Manual,76518,1,CNG,8,2
Maruti Swift,581000,2015,1197,Yes,Manual,58241,1,DIESEL,8,2
Maruti Vitara Brezza,806000,2018,1197,Yes,Manual,17404,1,DIESEL,8,2
Hyundai Elite i20,706000,2017,1197,Yes,Manual,48285,1,PETROL,8,2
Maruti Wagon R 1.0,401000,2017,1197,Yes,Manual,94753,1,PETROL,8,2
Hyundai i10,269000,2012,1197,Yes,Manual,24918,2,PETROL,8,2
Hyundai NEW SANTRO,691000,2022,1197,Yes,Manual,13673,1,CNG,8,2
Datsun Redi Go,296000,2017,1197,Yes,Manual,51683,1,PETROL,8,2
Hyundai VENUE,935000,2020,1197,Yes,Manual,30050,1,DIESEL,8,2
Honda Jazz,523000,2016,1197,Yes,Manual,89113,1,PETROL,8,2
Maruti Swift Dzire,607000,2014,1197,Yes,Manual,83845,1,PETROL,8,2
Maruti Baleno,610000,2017,1197,Yes,Manual,36573,3,PETROL,8,2
Hyundai Grand i10,545000,2019,1197,Yes,Manual,68298,1,PETROL,8,2
Hyundai i10,265000,2011,1197,Yes,Manual,63386,1,PETROL,8,2
Skoda Rapid,782000,2017,1197,Yes,Manual,56859,1,PETROL,8,2
Maruti Wagon R 1.0,331000,2015,1197,Yes,Manual,32750,1,PETROL,8,2
Hyundai Grand i10,359000,2015,1197,Yes,Manual,56766,1,PETROL,8,2
Skoda Rapid,528000,2014,1197,Yes,Manual,61033,2,PETROL,8,2
2021 Maruti New Wagon-R LXI CNG (O) 1.0,587000,2021,998,Yes,Manual,13106,1,CNG,7,3
2016 Maruti Celerio VXI AMT (O),442000,2016,998,No,Automatic,62447,1,PETROL,11,1
Maruti Swift,616000,2018,1197,Yes,Manual,61326,1,PETROL,8,2
Honda WR-V,724000,2017,1197,Yes,Manual,67081,1,DIESEL,8,2
Maruti Dzire,586000,2017,1197,Yes,Manual,21999,1,PETROL,8,2
Honda Jazz,613000,2017,1197,Yes,Manual,35233,2,PETROL,8,2
Honda WR-V,700000,2017,1197,Yes,Manual,44367,1,PETROL,8,2
2016 Maruti Vitara Brezza ZDI,689000,2016,1248,Yes,Manual,81814,2,DIESEL,21,5
Hyundai VENUE,731000,2020,1197,Yes,Manual,77547,1,PETROL,8,2
Renault Kwid,286000,2015,1197,Yes,Manual,25736,1,PETROL,8,2
Maruti Swift,453000,2014,1197,Yes,Manual,56753,2,PETROL,8,2
Hyundai Creta,1618000,2021,1197,Yes,Manual,5825,3,PETROL,8,2
Hyundai Grand i10,414000,2013,1197,Yes,Manual,84969,2,DIESEL,8,2
2014 Maruti Alto K10 LXI,234000,2014,998,No,Manual,53066,1,PETROL,13,4
Renault TRIBER,606000,2019,1197,Yes,Manual,50027,1,PETROL,8,2
Volkswagen Vento,455000,2015,1197,Yes,Manual,33510,1,PETROL,8,2
Maruti Celerio,366000,2015,1197,Yes,Manual,42994,1,PETROL,8,2
Mahindra TUV300,809000,2019,1197,Yes,Manual,70065,1,DIESEL,8,2
2021 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,773000,2021,1462,Yes,Manual,30926,1,PETROL,3,2
Maruti Swift,506000,2019,1197,Yes,Manual,49661,1,PETROL,8,2
Honda WR-V,679000,2017,1197,Yes,Manual,107627,3,DIESEL,8,2
Hyundai Grand i10,433000,2018,1197,Yes,Manual,44626,1,PETROL,8,2
Maruti Alto K10,183000,2012,1197,Yes,Manual,96133,2,PETROL,8,2
Maruti Celerio X,495000,2018,1197,Yes,Manual,63528,1,PETROL,8,2
Maruti Dzire,608000,2017,1197,Yes,Manual,80140,1,PETROL,8,2
Maruti Wagon R 1.0,288000,2011,1197,Yes,Manual,79945,2,PETROL,8,2
Hyundai NEW SANTRO,526000,2021,1197,Yes,Manual,53051,1,CNG,8,2
Hyundai NEW I20,930000,2022,1197,Yes,Manual,19944,1,PETROL,8,2
Honda Amaze,562000,2014,1197,Yes,Manual,29159,1,PETROL,8,2
Maruti Swift Dzire,500000,2014,1197,Yes,Manual,90396,1,DIESEL,8,2
Hyundai i10,195000,2011,1197,Yes,Manual,120084,1,PETROL,8,2
Tata TIGOR,842000,2022,1197,Yes,Manual,8173,1,CNG,8,2
2012 Maruti Swift VDI,401000,2012,1248,No,Manual,96264,2,DIESEL,0,0
Maruti Baleno,434000,2016,1197,Yes,Manual,58515,1,PETROL,8,2
Honda Amaze,397000,2019,1197,Yes,Manual,17763,1,PETROL,8,2
2019 Maruti Celerio ZXI AMT (O),469000,2019,998,No,Automatic,56397,1,PETROL,4,1
Maruti Ertiga,741000,2016,1197,Yes,Manual,97166,1,DIESEL,8,2
Maruti IGNIS,565000,2019,1197,Yes,Manual,30013,1,PETROL,8,2
Maruti Swift,572000,2019,1197,Yes,Manual,28956,1,PETROL,8,2
Volkswagen TAIGUN,1473000,2022,1197,Yes,Manual,3686,1,PETROL,8,2
Maruti Swift,523000,2015,1197,Yes,Manual,25610,1,PETROL,8,2
Hyundai NEW SANTRO,591000,2020,1197,Yes,Manual,40817,2,PETROL,8,2
2014 Maruti Swift Dzire VXI,451000,2014,1197,No,Manual,62067,1,PETROL,35,8
KIA SELTOS,1197000,2019,1197,Yes,Manual,57179,1,PETROL,8,2
Maruti Wagon R 1.0,354000,2015,1197,Yes,Manual,46332,2,PETROL,8,2
Hyundai Grand i10,446000,2016,1197,Yes,Manual,79736,1,PETROL,8,2
Maruti Baleno,879000,2019,1197,Yes,Manual,19693,1,PETROL,8,2
Hyundai Grand i10,438000,2017,1197,Yes,Manual,76507,1,PETROL,8,2
Maruti Swift,656000,2018,1197,Yes,Manual,46009,1,PETROL,8,2
Hyundai GRAND I10 NIOS,565000,2019,1197,Yes,Manual,25955,2,PETROL,8,2
Maruti Baleno,413000,2017,1197,Yes,Manual,74006,1,PETROL,8,2
Maruti Celerio,465200,2019,1197,Yes,Manual,71910,1,CNG,8,2
Hyundai i10,180000,2011,1197,Yes,Manual,101142,1,PETROL,8,2
Maruti Wagon R 1.0,427000,2016,1197,Yes,Manual,70732,1,PETROL,8,2
Nissan MAGNITE,750000,2021,1197,Yes,Manual,66065,1,PETROL,8,2
Maruti Baleno,549000,2016,1197,Yes,Manual,45721,1,PETROL,8,2
2022 Maruti Alto VXI,368000,2022,796,Yes,Manual,34574,1,PETROL,15,5
2021 Maruti Baleno DELTA PETROL 1.2,644000,2021,1197,Yes,Manual,25705,1,PETROL,11,5
Maruti Ciaz,757000,2016,1197,Yes,Manual,62128,2,PETROL,8,2
Hyundai Elite i20,682000,2019,1197,Yes,Manual,43803,1,PETROL,8,2
2016 Maruti Swift VXI,472000,2016,1197,Yes,Manual,75058,1,PETROL,22,2
2020 Maruti Dzire VXI,596000,2020,1197,Yes,Manual,81469,1,PETROL,0,0
Maruti Celerio,390000,2015,1197,Yes,Manual,50934,1,PETROL,8,2
2022 Maruti Baleno ZETA PETROL 1.2,733000,2022,1197,No,Manual,35783,1,PETROL,2,1
Hyundai Xcent,507000,2018,1197,Yes,Manual,114715,1,CNG,8,2
Hyundai i10,364000,2014,1197,Yes,Manual,47025,1,PETROL,8,2
2021 Maruti New Wagon-R LXI CNG (O) 1.0,585000,2021,998,Yes,Manual,51151,1,CNG,3,1
Maruti S PRESSO,482000,2022,1197,Yes,Manual,14757,1,PETROL,8,2
Renault Duster,745000,2016,1197,Yes,Manual,73494,2,DIESEL,8,2
Maruti Alto,200000,2010,1197,Yes,Manual,86642,1,PETROL,8,2
Skoda SLAVIA,1211000,2022,1197,Yes,Manual,17658,1,PETROL,8,2
Honda City,797000,2017,1197,Yes,Manual,48468,2,PETROL,8,2
Renault Duster,351000,2014,1197,Yes,Manual,78346,2,DIESEL,8,2
Hyundai i20,437000,2013,1197,Yes,Manual,87796,1,PETROL,8,2
Maruti Baleno,703000,2020,1197,Yes,Manual,34138,1,PETROL,8,2
Maruti New Wagon-R,483000,2019,1197,Yes,Manual,92418,1,CNG,8,2
Hyundai i10,328000,2011,1197,Yes,Manual,61609,2,PETROL,8,2
Maruti Dzire,565000,2017,1197,Yes,Manual,12324,1,PETROL,8,2
Maruti IGNIS,644000,2017,1197,Yes,Manual,18159,1,PETROL,8,2
Maruti Vitara Brezza,801000,2019,1197,Yes,Manual,54264,1,DIESEL,8,2
Maruti Baleno,515000,2016,1197,Yes,Manual,50090,1,PETROL,8,2
Tata NEXON,692000,2018,1197,Yes,Manual,71848,2,DIESEL,8,2
2016 Maruti Celerio ZXI AMT,391000,2016,998,No,Automatic,42692,1,PETROL,14,3
Hyundai Creta,784000,2016,1197,Yes,Manual,65117,1,PETROL,8,2
Maruti Wagon R 1.0,451000,2018,1197,Yes,Manual,45572,2,CNG,8,2
Nissan Terrano,512000,2013,1197,Yes,Manual,73845,1,DIESEL,8,2
Hyundai GRAND I10 NIOS,695000,2019,1197,Yes,Manual,9026,1,PETROL,8,2
2016 Maruti Wagon R 1.0 VXI AMT,381000,2016,998,Yes,Automatic,69324,1,PETROL,19,4
Maruti Dzire,501000,2017,1197,Yes,Manual,110257,2,DIESEL,8,2
Maruti Baleno,723000,2021,1197,Yes,Manual,13473,1,PETROL,8,2
Hyundai GRAND I10 NIOS,769000,2022,1197,Yes,Manual,23728,1,CNG,8,2
Maruti Alto K10,362000,2017,1197,Yes,Manual,57632,1,PETROL,8,2
Hyundai Verna,510000,2014,1197,Yes,Manual,94941,1,PETROL,8,2
Maruti Ciaz,775000,2018,1197,Yes,Manual,69503,2,PETROL,8,2
Maruti Wagon R 1.0,332000,2014,1197,Yes,Manual,99204,1,CNG,8,2
KIA SONET,1439000,2022,1197,Yes,Manual,7366,1,DIESEL,8,2
Tata Tiago,508000,2017,1197,Yes,Manual,25704,1,PETROL,8,2
Maruti Baleno,709000,2016,1197,Yes,Manual,21728,1,PETROL,8,2
2019 Maruti Swift VXI,468000,2019,1197,No,Manual,42091,2,PETROL,10,8
Maruti Ciaz,851000,2022,1197,Yes,Manual,33151,1,PETROL,8,2
Maruti S PRESSO,447000,2021,1197,Yes,Manual,15012,1,CNG,8,2
2022 Maruti New Wagon-R VXI 1.0 AMT,620000,2022,1197,No,Automatic,9301,1,PETROL,0,0
Maruti Baleno,600000,2017,1197,Yes,Manual,50135,1,PETROL,8,2
Hyundai Creta,1133000,2018,1197,Yes,Manual,80448,1,DIESEL,8,2
Hyundai NEW SANTRO,489650,2018,1197,Yes,Manual,53605,1,PETROL,8,2
Maruti Wagon R 1.0,223000,2012,1197,Yes,Manual,104554,3,CNG,8,2
Maruti Alto K10,175000,2010,1197,Yes,Manual,82999,1,PETROL,8,2
Honda City,757000,2016,1197,Yes,Manual,86290,1,PETROL,8,2
2019 Maruti Alto VXI,385000,2019,796,Yes,Manual,8064,1,PETROL,5,2
Tata Safari,1903000,2021,1197,Yes,Manual,14915,2,DIESEL,8,2
Jeep Compass,1146000,2017,1197,Yes,Manual,54857,1,DIESEL,8,2
Maruti Vitara Brezza,533000,2017,1197,Yes,Manual,89353,1,DIESEL,8,2
Maruti New Wagon-R,555000,2019,1197,Yes,Manual,79997,1,CNG,8,2
Maruti New Wagon-R,711000,2022,1197,Yes,Manual,23403,1,CNG,8,2
Hyundai Grand i10,541000,2017,1197,Yes,Manual,28327,1,PETROL,8,2
2015 Maruti Baleno DELTA PETROL 1.2,425000,2015,1197,No,Manual,69308,1,PETROL,23,8
Honda Jazz,696000,2017,1197,Yes,Manual,50359,1,PETROL,8,2
2017 Maruti Wagon R 1.0 LXI CNG,376000,2017,998,Yes,Manual,57012,2,CNG,13,2
Maruti Ciaz,547000,2017,1197,Yes,Manual,61456,1,DIESEL,8,2
Nissan MAGNITE,826000,2021,1197,Yes,Manual,23260,1,PETROL,8,2
Maruti Swift,488000,2013,1197,Yes,Manual,69124,1,PETROL,8,2
Hyundai Verna,974000,2019,1197,Yes,Manual,66427,1,PETROL,8,2
Hyundai Grand i10,547000,2018,1197,Yes,Manual,11738,1,PETROL,8,2
Ford FREESTYLE,589000,2019,1197,Yes,Manual,60765,1,DIESEL,8,2
Maruti Swift,433000,2014,1197,Yes,Manual,40064,1,PETROL,8,2
Hyundai Elite i20,453400,2017,1197,Yes,Manual,31163,1,PETROL,8,2
Hyundai AURA,877000,2021,1197,Yes,Manual,76506,2,PETROL,8,2
Maruti Wagon R 1.0,379000,2018,1197,Yes,Manual,32594,2,PETROL,8,2
Maruti Alto,327000,2020,1197,Yes,Manual,53508,1,PETROL,8,2
Maruti Alto K10,334000,2015,1197,Yes,Manual,46720,2,PETROL,8,2
Maruti Baleno,408000,2015,1197,Yes,Manual,92172,1,DIESEL,8,2
Honda Amaze,673000,2014,1197,Yes,Manual,17960,2,PETROL,8,2
Honda City,890000,2018,1197,Yes,Manual,31071,1,PETROL,8,2
Hyundai Eon,330000,2017,1197,Yes,Manual,79683,1,PETROL,8,2
Maruti Alto 800,334000,2018,1197,Yes,Manual,17414,1,PETROL,8,2
Maruti New Wagon-R,642000,2021,1197,Yes,Manual,39436,1,PETROL,8,2
Honda City,730000,2019,1197,Yes,Manual,47815,2,PETROL,8,2
Tata ALTROZ,715000,2021,1197,Yes,Manual,19794,1,PETROL,8,2
Tata Tiago,663000,2020,1197,Yes,Manual,18420,1,PETROL,8,2
KIA SONET,991000,2021,1197,Yes,Manual,11425,1,PETROL,8,2
Hyundai NEW SANTRO,604000,2019,1197,Yes,Manual,27792,1,CNG,8,2
2014 Maruti Celerio ZXI,330000,2014,998,No,Manual,37678,1,PETROL,18,5
Maruti Alto 800,246000,2012,1197,Yes,Manual,55429,2,PETROL,8,2
2019 Maruti New Wagon-R LXI CNG 1.0,489000,2019,998,No,Manual,63339,2,CNG,0,0
Nissan Micra,346000,2014,1197,Yes,Manual,64081,1,PETROL,8,2
Tata NEXON,853000,2019,1197,Yes,Manual,33978,1,PETROL,8,2
